"Program","Location","DateEx","Species","Observed","Census","Banded","Repeats","Returns","PKS","DET","VisibleEx","Casual","Observed3","Observed4","NonStandardBanded","NonStandardRecaps","DailySpeciesTotal"
"MAPS2020","MBO",6/12/2020 0:00:00,"SCTA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/12/2020 0:00:00,"SOSP",3,,3,,1,,5,,,,,,,
"MAPS2020","MBO",6/12/2020 0:00:00,"SWSP",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/12/2020 0:00:00,"TRES",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/12/2020 0:00:00,"VIRA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/12/2020 0:00:00,"YEWA",2,,1,,,,3,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"AMGO",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"AMRO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"BAOR",7,,,,,,7,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"BCCH",9,,,,,,9,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"BLJA",6,,,,,,6,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"CEDW",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"COGR",5,,,,,,5,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"COYE",6,,,,,,6,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"GCFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"GRCA",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"HOME",6,,,,,,6,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"HOWR",6,,,,,,6,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"INBU",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"MALL",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"MODO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"NOCA",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"RBGR",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"RBGU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"REVI",3,,,,,,3,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"RTHU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"RUBL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"RWBL",17,,,,,,17,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"SAVS",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"SOSP",8,,,,,,8,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"TRES",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"WAVI",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/14/2020 0:00:00,"YEWA",10,,,,,,10,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"AMCR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"AMGO",3,,,,,,3,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"AMRE",2,,,,2,,3,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"AMRO",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"BAOR",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"BCCH",3,,,,,,3,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"BLJA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"CEDW",5,,1,,,,6,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"COGR",7,,1,,,,8,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"COYE",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"DOWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"EAPH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"GCFL",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"GRCA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"HOWR",3,,1,1,1,,4,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"INBU",,,,,2,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"MALL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"NOCA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"OVEN",,,,,1,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"PIWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"RBGR",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"RBGU",24,,,,,,24,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"REVI",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"RSHA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"RTHU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"RWBL",6,,1,1,,,7,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"SOSP",2,,2,,,,4,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"TRES",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/19/2020 0:00:00,"YEWA",2,,2,,,,4,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"AMCR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"AMGO",5,,3,,1,,8,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"AMRE",,,1,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"AMRO",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"BAWW",,,1,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"BCCH",2,,,,1,,3,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"BLJA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"CEDW",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"COGR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"CORA",4,,,,,,4,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"COYE",3,,2,,,,5,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"DOWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"EAKI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"EAPH",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"EUST",15,,,,,,15,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"GCFL",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"HAWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"HOWR",5,,,1,,,5,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"INBU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"NOCA",3,,1,,,,3,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"PIWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"PUFI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"RBGR",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"RBGU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"REVI",2,,1,,,,3,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"RTHU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"RWBL",5,,,,,,5,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"SOSP",3,,1,,1,,4,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"TRES",2,,,,,,2,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"VEER",,,,,1,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"WBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"WOTH",,,1,,,,1,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"YEWA",2,,1,,,,3,,,,,,,
"MAPS2020","MBO",6/30/2020 0:00:00,"YSFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"AMCR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"AMGO",3,,3,,1,,6,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"AMRE",2,,,1,,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"AMRO",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"BAOR",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"BCCH",2,,,,1,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"BLBW",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"BLJA",4,,,,,,4,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"CEDW",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"COGR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"COYE",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"CSWA",,,1,,1,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"DOWO",4,,3,,,,6,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"EAPH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"GCFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"GRCA",1,,2,,,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"HAWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"HOWR",4,,,,,,4,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"INBU",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"NOCA",3,,,1,,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"OVEN",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"PIWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"RBGR",1,,,,1,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"REVI",2,,1,,,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"RTHU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"RWBL",4,,,,,,4,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"SOSP",3,,4,,1,,6,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"SWSP",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"WAVI",,,2,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"WBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"YBSA",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"YEWA",2,,1,,1,,3,,,,,,,
"MAPS2020","MBO",7/5/2020 0:00:00,"YSFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"AMGO",10,,4,,1,,12,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"AMRE",2,,2,,,,3,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"AMRO",6,,,,,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BAOR",4,,2,,,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BARS",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BAWW",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BCCH",10,,1,,,,11,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BLJA",6,,,,,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"BRTH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"CEDW",6,,,,,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"COYE",3,,,1,,,4,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"CSWA",4,,3,,,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"DOWO",3,,1,,,,4,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"EAPH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"EAWP",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"GHOW",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"GRCA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"HOWR",4,,2,,1,,7,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"INBU",4,,,1,,,4,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"NOCA",2,,,,1,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"OVEN",1,,,,1,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"PUFI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"RBGR",3,,2,,,,4,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"RBGU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"REVI",4,,1,,,,5,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"RTHU",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"RWBL",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"SCTA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"SOSP",4,,1,1,1,,6,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"TEWA",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"TRES",5,,,,,,5,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"VEER",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"WAVI",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"WBNU",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"WOTH",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"YBSA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"YEWA",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/13/2020 0:00:00,"YSFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"AMCR",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"AMGO",8,,1,2,,,9,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"AMRE",2,,4,,,,6,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"AMRO",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"BAOR",,,3,,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"BCCH",5,,1,1,,,6,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"BLJA",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"BRTH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"CEDW",4,,5,,,,9,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"COYE",2,,,,1,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"CSWA",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"DOWO",1,,3,,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"EAPH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"GRCA",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"HOWR",2,,1,1,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"INBU",,,2,,,,2,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"MODO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"NOCA",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"OVEN",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"PUFI",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"RBGR",1,,1,,1,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"RBGU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"REVI",4,,4,,2,,8,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"SCTA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"SOSP",4,,3,,,,7,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"SWSP",1,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"TRFL",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"VEER",1,,2,,,,3,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"WAVI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"WBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"WOTH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/22/2020 0:00:00,"YSFL",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"AMCR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"AMGO",25,,,,,,25,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"AMRO",5,,,,,,5,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"BAOR",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"BCCH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"BLJA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"CEDW",10,,,,,,10,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"COYE",4,,,,,,4,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"DOWO",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"EAWP",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"GCFL",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"GRCA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"HAWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"HOWR",5,,,,,,5,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"INBU",5,,,,,,5,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"MODO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"NOCA",6,,,,,,6,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"PUFI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"RBGR",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"REVI",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"RTHU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"RWBL",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"SCTA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"SOSP",8,,,,,,8,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"SWSP",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"WAVI",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"WBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"YBSA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/24/2020 0:00:00,"YEWA",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"AMGO",8,,1,,,,8,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"AMRO",3,,2,,,,5,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"BAOR",2,,1,1,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"BCCH",4,,1,,,,4,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"BLJA",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"BRTH",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"CEDW",10,,3,,,,10,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"COYE",2,,,,1,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"DOWO",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"GRCA",1,,1,,,,2,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"HOWR",1,,3,,,,4,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"INBU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"NOCA",2,,,1,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"OVEN",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"PIWO",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RBGR",3,,,,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RBGU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"REVI",2,,1,1,1,,4,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RTHA",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RTHU",2,,,,,,2,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"RWBL",1,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"SOSP",1,,4,1,,,5,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"SWTH",,,,,1,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"TRFL",,,1,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"VEER",,,1,2,,,3,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"WBNU",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"WOTH",1,,,,,,1,,,,,,,
"MAPS2020","MBO",7/30/2020 0:00:00,"YSFL",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"ALFL",6,,,,,,6,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"AMCR",4,,,,,,4,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"AMGO",8,,5,,,,13,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"AMKE",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"AMRO",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BAEA",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BAOR",4,,,,,,4,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BARS",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BAWW",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BBCU",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BCCH",7,,,,,,7,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BHCO",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BLJA",3,,,,,,3,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BOBO",8,,,,,,8,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BRTH",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"BRWA",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"CEDW",12,,1,,,,12,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"CHSP",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"COGR",7,,,,,,7,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"COYE",6,,7,,3,,12,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"CSWA",6,,2,,,,7,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"EAKI",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"EATO",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"EAWP",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"EUST",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"FISP",3,,,,,,3,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"GCFL",3,,,,,,3,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"GRCA",6,,5,,,,9,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"GRSP",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"GWWA",,,1,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"HOWR",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"KILL",3,,,,,,3,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"LEFL",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"MALL",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"MODO",2,,,,,,2,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"NOCA",1,,,,,,1,,,,,,,
"MAPS2021","BIGR",6/6/2021 0:00:00,"OVEN",3,,1,,,,4,,,,,,,
